Name,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Count
Spyro: Year of the Dragon,2000.0,1.93,1.58,0.0,0.19,3.71,207.0
Assassin's Creed IV: Black Flag,2013.0,1.33,1.68,0.13,0.57,3.71,840.0
FIFA Soccer 2005,2004.0,0.58,2.48,0.04,0.59,3.7,56.0
Pokémon Trading Card Game,1998.0,1.49,0.73,1.38,0.1,3.7,24.0
Friend Collection,2009.0,0.0,0.0,3.67,0.0,3.67,24.0
Tony Hawk's Pro Skater 4,2002.0,2.13,1.18,0.01,0.35,3.67,128.0
Star Wars Battlefront (2015),2015.0,2.04,1.28,0.02,0.32,3.66,24.0
MySims,2007.0,1.58,1.59,0.08,0.41,3.66,13.0
Midnight Club 3: DUB Edition,2005.0,1.65,1.21,0.0,0.79,3.65,31.0
Banjo-Kazooie,1998.0,1.87,1.13,0.55,0.1,3.65,24.0
SOCOM: U.S. Navy SEALs,2002.0,2.53,0.81,0.06,0.24,3.65,82.0
Jak and Daxter: The Precursor Legacy,2001.0,2.08,1.09,0.15,0.33,3.64,312.0
Pokemon Snap,1999.0,2.23,0.68,0.66,0.06,3.63,24.0
Pro Evolution Soccer 2008,2007.0,0.05,0.0,0.64,2.93,3.63,38.0
Resident Evil 4,2005.0,2.08,0.83,0.46,0.25,3.62,1013.0
Guitar Hero: World Tour,2008.0,2.32,0.96,0.0,0.34,3.62,71.0
FIFA Soccer 10,2009.0,0.6,2.45,0.05,0.52,3.62,203.0
Star Wars: Battlefront,2004.0,1.93,1.22,0.03,0.44,3.61,142.0
Doom II: Hell on Earth,1994.0,2.05,1.4,0.0,0.16,3.61,24.0
The Simpsons: Road Rage,2001.0,2.02,1.17,0.0,0.42,3.61,32.0
Luigi's Mansion,2001.0,2.38,0.67,0.46,0.1,3.6,161.0
Battlefield 4,2013.0,1.35,1.55,0.17,0.51,3.59,1580.0
Star Wars: Battlefront II,2005.0,2.18,1.02,0.03,0.37,3.59,268.0
Just Dance 2014,2013.0,1.88,1.39,0.0,0.31,3.59,10.0
Cooking Mama 2: Dinner With Friends,2007.0,1.6,1.49,0.1,0.39,3.58,9.0
WWF SmackDown!,2000.0,2.01,1.35,0.06,0.16,3.58,24.0
Croc: Legend of the Gobbos,1997.0,1.57,1.79,0.0,0.2,3.56,24.0
Grand Theft Auto: Liberty City Stories,2006.0,1.56,1.4,0.07,0.5,3.54,112.0
The Getaway,2002.0,1.23,1.77,0.05,0.49,3.54,88.0
Tomb Raider III: Adventures of Lara Croft,1997.0,1.66,1.58,0.12,0.18,3.54,24.0
James Bond 007: Agent Under Fire,2001.0,1.9,1.13,0.1,0.41,3.53,48.0
LEGO Star Wars: The Video Game,2005.0,1.98,1.14,0.01,0.41,3.53,24.0
Rugrats in Paris: The Movie,2000.0,1.96,1.33,0.0,0.23,3.52,24.0
FIFA Soccer 11,2010.0,0.71,2.39,0.02,0.4,3.52,155.0
Spyro 2: Ripto's Rage!,1999.0,2.14,1.21,0.01,0.17,3.52,24.0
Left 4 Dead,2008.0,2.66,0.49,0.05,0.3,3.51,1309.0
Donkey Kong Country 3: Dixie Kong's Double Trouble!,1996.0,1.17,0.5,1.75,0.08,3.51,24.0
Assassin's Creed: Unity,2014.0,2.27,0.9,0.0,0.33,3.5,1005.0
Kung Fu,1985.0,1.64,0.38,1.42,0.06,3.5,24.0
Resident Evil 5,2009.0,2.11,0.93,0.12,0.34,3.5,523.0
Assassin's Creed: Brotherhood,2010.0,2.85,0.38,0.03,0.24,3.49,693.0
FIFA Soccer 2004,2008.0,0.59,2.36,0.04,0.51,3.49,76.0
Battlefield 4,2013.0,1.3,1.42,0.27,0.5,3.49,579.0
Batman: Arkham Asylum,2009.0,2.2,0.95,0.02,0.31,3.48,1080.0
Battlefield 4,2013.0,2.15,1.01,0.02,0.31,3.48,542.0
Battlefield: Bad Company 2,2010.0,2.1,1.01,0.04,0.32,3.47,869.0
Mario & Sonic at the Olympic Winter Games,2009.0,1.21,1.62,0.27,0.37,3.46,24.0
Guitar Hero: On Tour,2008.0,2.1,1.01,0.01,0.35,3.46,29.0
Clubhouse Games,2006.0,0.59,1.79,0.73,0.34,3.45,28.0
Monster Hunter 4,2013.0,0.0,0.0,3.44,0.0,3.44,24.0
Borderlands,2009.0,2.4,0.71,0.03,0.29,3.44,715.0
Tekken 4,2002.0,1.55,1.27,0.33,0.29,3.44,126.0
Final Fantasy III,1994.0,0.86,0.0,2.55,0.02,3.42,24.0
Grand Theft Auto 2,1998.0,1.13,2.07,0.0,0.22,3.42,67.0
Metal Gear Solid V: The Phantom Pain,2015.0,1.09,1.36,0.49,0.48,3.41,3943.0
Spider-Man 2,2004.0,1.75,1.2,0.02,0.43,3.41,106.0
F-1 Race,1990.0,1.73,0.69,0.59,0.4,3.41,24.0
FIFA Soccer 2003,2002.0,0.46,2.28,0.05,0.61,3.4,35.0
LittleBigPlanet 2,2011.0,1.83,1.05,0.06,0.46,3.39,657.0
Crash Bash,2000.0,1.56,1.47,0.19,0.17,3.39,99.0
Assassin's Creed Syndicate,2015.0,0.81,1.99,0.07,0.52,3.39,1319.0
LEGO Batman: The Videogame,2008.0,2.04,1.02,0.0,0.32,3.38,75.0
Destiny,2014.0,2.14,0.92,0.0,0.31,3.37,1735.0
WWF War Zone,1998.0,2.47,0.76,0.0,0.13,3.36,24.0
The Legend of Zelda: Majora's Mask,2000.0,1.9,0.67,0.73,0.06,3.36,24.0
Far Cry 3,2012.0,0.88,1.7,0.1,0.67,3.35,1041.0
Rugrats: Search For Reptar,1998.0,1.63,1.53,0.0,0.18,3.34,24.0
English Training: Have Fun Improving Your Skills!,2006.0,0.0,0.99,2.32,0.02,3.33,24.0
James Bond 007: Nightfire,2002.0,1.45,1.29,0.12,0.46,3.33,66.0
Ratchet & Clank,2002.0,1.44,1.01,0.57,0.3,3.33,24.0
Monster Hunter X,2015.0,0.27,0.21,2.79,0.05,3.32,24.0
Star Wars Episode III: Revenge of the Sith,2005.0,1.47,1.39,0.03,0.43,3.32,82.0
The Legend of Zelda: Spirit Tracks,2009.0,1.4,0.91,0.74,0.26,3.31,228.0
Max Payne,2001.0,1.99,1.05,0.05,0.22,3.31,86.0
Assassin's Creed IV: Black Flag,2013.0,1.9,1.11,0.01,0.29,3.3,701.0
The Lord of the Rings: The Return of the King,2003.0,1.5,1.28,0.05,0.46,3.28,105.0
Yokai Watch 2 Ganso/Honke,2014.0,0.09,0.0,3.18,0.01,3.28,24.0
Gears of War: Ultimate Edition,2015.0,2.61,0.33,0.0,0.34,3.28,563.0
True Crime: Streets of LA,2003.0,1.89,1.05,0.02,0.31,3.27,94.0
Professor Layton and the Unwound Future,2008.0,0.6,1.57,0.82,0.27,3.26,111.0
Gran Turismo (PSP),2009.0,0.5,1.58,0.31,0.87,3.25,24.0
FIFA 16,2015.0,0.89,2.12,0.0,0.24,3.25,459.0
Wii Music,2008.0,1.35,1.11,0.46,0.32,3.25,116.0
Tekken,1995.0,0.95,1.3,0.77,0.22,3.24,24.0
Madden NFL 16,2015.0,2.34,0.3,0.0,0.6,3.24,180.0
Gran Turismo 6,2013.0,0.72,1.67,0.4,0.44,3.23,758.0
Halo: The Master Chief Collection,2014.0,1.91,1.0,0.03,0.29,3.23,1267.0
007: Tomorrow Never Dies,1999.0,1.72,1.33,0.0,0.16,3.21,24.0
Super Mario Maker,2015.0,1.18,0.89,0.94,0.2,3.21,691.0
WWF SmackDown! 2: Know Your Role,2000.0,1.76,1.21,0.07,0.16,3.2,24.0
Baseball,1983.0,0.73,0.1,2.35,0.02,3.2,24.0
Killer Instinct,1995.0,2.26,0.72,0.12,0.1,3.2,24.0
Dragon Quest VI: Maboroshi no Daichi,1995.0,0.0,0.0,3.19,0.0,3.19,24.0
God of War: Chains of Olympus,2008.0,1.48,1.0,0.04,0.66,3.18,565.0
Enter the Matrix,2003.0,1.78,1.12,0.09,0.19,3.18,137.0
Crisis Core: Final Fantasy VII,2007.0,1.35,0.59,0.8,0.43,3.18,463.0
Dance Central,2010.0,2.15,0.76,0.01,0.26,3.17,85.0
L.A. Noire,2011.0,1.27,1.29,0.12,0.49,3.17,1010.0
Ace Combat 04: Shattered Skies,2001.0,2.06,0.56,0.38,0.17,3.17,95.0
Animal Crossing,2001.0,1.92,0.16,0.99,0.09,3.15,137.0
FIFA Soccer 08,2007.0,0.68,0.0,0.0,2.46,3.14,36.0
Club Penguin: Elite Penguin Force,2008.0,1.87,0.97,0.0,0.3,3.14,37.0
Spider-Man,2000.0,1.7,1.25,0.02,0.16,3.13,107.0
Mario Party 9,2012.0,1.06,1.09,0.76,0.22,3.13,155.0
Need for Speed III: Hot Pursuit,1998.0,2.14,0.86,0.0,0.13,3.12,24.0
Star Wars Episode I Racer,1999.0,2.31,0.62,0.14,0.04,3.12,24.0
Sonic Rush,2005.0,1.21,1.56,0.06,0.29,3.12,101.0
Dragon Warrior IV,1990.0,0.08,0.0,3.03,0.01,3.12,24.0
Rhythm Heaven,2008.0,0.55,0.5,1.93,0.13,3.11,63.0
Fallout: New Vegas,2010.0,1.52,1.03,0.1,0.46,3.11,492.0
Personal Trainer: Cooking,2006.0,0.9,1.0,1.03,0.17,3.11,10.0
The Elder Scrolls IV: Oblivion,2007.0,1.69,0.85,0.14,0.43,3.1,604.0
The Legend of Zelda: A Link Between Worlds,2013.0,1.4,1.01,0.46,0.23,3.1,1057.0
Resident Evil 6,2012.0,0.88,0.94,0.88,0.4,3.1,1304.0
Mass Effect 2,2010.0,1.99,0.81,0.03,0.27,3.1,3143.0
Dragon Ball Z: Budokai,2002.0,2.17,0.28,0.55,0.08,3.09,71.0
Madden NFL 2002,2001.0,2.5,0.16,0.01,0.42,3.08,46.0
World Class Track Meet,1986.0,1.92,0.45,0.64,0.07,3.08,24.0
Donkey Kong,1994.0,1.57,0.62,0.55,0.34,3.07,24.0
The Sims: Vacation,2002.0,1.72,1.21,0.0,0.14,3.07,22.0
LEGO Batman: The Videogame,2008.0,1.8,0.97,0.0,0.29,3.06,22.0
Animal Crossing: Happy Home Designer,2015.0,0.51,1.02,1.4,0.12,3.05,106.0
The Sims 4,2014.0,1.0,1.82,0.0,0.23,3.05,2057.0
Borderlands 2,2012.0,1.89,0.88,0.04,0.25,3.05,892.0
LEGO Batman: The Videogame,2008.0,1.75,1.01,0.0,0.29,3.05,16.0
Kung Fu Panda,2008.0,1.91,0.84,0.0,0.29,3.04,32.0
Mass Effect 3,2012.0,1.94,0.84,0.03,0.24,3.04,3725.0
Heavy Rain,2010.0,1.29,1.21,0.06,0.47,3.03,2759.0
Rayman,1995.0,1.54,1.33,0.0,0.16,3.03,24.0
Saints Row 2,2008.0,1.94,0.79,0.02,0.28,3.03,307.0
Tom Clancy's Splinter Cell,2002.0,1.85,1.04,0.0,0.13,3.02,121.0
Mike Tyson's Punch-Out!!,1987.0,2.03,0.47,0.45,0.07,3.02,24.0
WWE SmackDown! Shut Your Mouth,2002.0,1.45,1.13,0.07,0.38,3.02,24.0
FIFA 14,2013.0,0.61,1.85,0.11,0.44,3.01,616.0
Killzone 2,2009.0,1.4,1.06,0.08,0.47,3.01,1505.0
Far Cry 3,2012.0,1.38,1.32,0.02,0.28,3.0,1247.0
Epic Mickey,2010.0,2.04,0.63,0.12,0.22,3.0,131.0
NBA 2K13,2012.0,2.6,0.2,0.01,0.19,3.0,131.0
Dragon Ball Z: Budokai Tenkaichi 3,2007.0,1.15,0.0,0.76,1.09,3.0,173.0
wwe Smackdown vs. Raw 2006,2008.0,1.57,1.02,0.0,0.41,3.0,24.0
Star Fox,1993.0,1.61,0.51,0.8,0.07,2.99,24.0
The Sims: Livin Large,2000.0,1.67,1.18,0.0,0.13,2.99,20.0
World Soccer Winning Eleven 6 International,2002.0,0.12,1.26,1.16,0.45,2.99,65.0
Devil May Cry,2001.0,1.36,0.86,0.64,0.13,2.99,466.0
Star Wars: The Old Republic,2011.0,1.58,1.01,0.0,0.38,2.96,2748.0
Middle-Earth: Shadow of Mordor,2014.0,1.01,1.43,0.05,0.47,2.96,1886.0
Sonic Heroes,2003.0,1.04,1.37,0.06,0.49,2.96,94.0
Hitman 2: Silent Assassin,2002.0,1.36,1.15,0.04,0.41,2.96,78.0
Titanfall,2014.0,1.84,0.8,0.04,0.27,2.95,2658.0
Battlefield: Bad Company 2,2010.0,1.33,1.1,0.08,0.44,2.95,572.0
Wave Race 64,1996.0,1.98,0.58,0.34,0.04,2.94,24.0
SOCOM II: U.S. Navy SEALs,2003.0,2.22,0.51,0.06,0.15,2.94,93.0
WWE SmackDown! vs. RAW 2006,2005.0,1.45,1.11,0.04,0.33,2.94,24.0
Pac-Man Collection,2001.0,2.07,0.77,0.05,0.05,2.94,4.0
Street Fighter IV,2009.0,1.82,0.7,0.15,0.26,2.94,292.0
inFAMOUS,2009.0,1.76,0.68,0.12,0.37,2.93,1172.0
Kirby Super Star Ultra,2008.0,1.55,0.04,1.19,0.15,2.92,76.0
Call of Duty: Ghosts,2013.0,1.88,0.77,0.0,0.27,2.92,700.0
FIFA 15,2014.0,0.79,1.92,0.0,0.21,2.92,85.0
Super Mario World 2: Yoshi's Island,2002.0,1.75,0.45,0.62,0.09,2.91,24.0
Mass Effect,2007.0,1.83,0.79,0.03,0.27,2.91,1692.0
Sonic Mega Collection Plus,2004.0,1.54,1.14,0.0,0.22,2.9,30.0
World Soccer Winning Eleven 7 International,2003.0,0.08,1.24,1.13,0.45,2.9,45.0
Sega Superstars Tennis,2008.0,1.75,0.86,0.0,0.28,2.89,18.0
Hot Shots Golf 3,2001.0,0.99,0.32,1.38,0.2,2.89,16.0
Cooking Mama: Cook Off,2007.0,1.41,1.12,0.05,0.3,2.89,23.0
Call of Duty: Finest Hour,2004.0,1.51,1.12,0.01,0.24,2.89,69.0
WarioWare: Smooth Moves,2006.0,0.86,1.04,0.73,0.26,2.89,179.0
Syphon Filter,1999.0,2.03,0.72,0.02,0.11,2.88,24.0
Imagine: Babyz,2007.0,1.3,1.26,0.0,0.31,2.87,15.0
Colin McRae Rally,1998.0,0.09,2.43,0.12,0.22,2.87,24.0
Madden NFL 13,2012.0,2.53,0.15,0.0,0.17,2.86,179.0
The Elder Scrolls III: Morrowind,2002.0,2.09,0.63,0.03,0.11,2.86,111.0
Assassin's Creed IV: Black Flag,2013.0,1.07,1.31,0.06,0.42,2.85,1530.0
Command & Conquer: Red Alert,1996.0,1.37,1.34,0.0,0.14,2.85,24.0
F-Zero,1990.0,1.37,0.51,0.89,0.07,2.85,24.0
Yoshi's Story,1997.0,1.29,0.53,0.98,0.05,2.85,24.0
Mortal Kombat,2011.0,1.98,0.53,0.0,0.34,2.84,494.0
Madden NFL 10,2009.0,2.52,0.09,0.0,0.22,2.83,90.0
WWE SmackDown! vs. Raw,2002.0,1.32,1.08,0.04,0.39,2.83,24.0
BioShock,2007.0,1.65,0.85,0.05,0.28,2.83,2249.0
Metroid Prime,2002.0,1.96,0.67,0.1,0.09,2.82,747.0
Assassin's Creed: Brotherhood,2010.0,1.87,0.55,0.11,0.29,2.82,791.0
Finding Nemo,2003.0,1.59,1.05,0.04,0.14,2.82,8.0
Zumba Fitness 2,2011.0,1.51,1.03,0.0,0.27,2.81,24.0
Myst,1994.0,0.02,2.79,0.0,0.0,2.81,24.0
Medal of Honor,2010.0,1.28,1.04,0.07,0.42,2.81,286.0
Need for Speed: Most Wanted,2012.0,0.71,1.46,0.06,0.58,2.81,24.0
Imagine: Fashion Designer,2007.0,1.32,1.19,0.0,0.3,2.8,7.0
WWE SmackDown! Here Comes the Pain,2003.0,1.32,1.06,0.04,0.38,2.8,24.0
Hot Shots Golf,1997.0,0.29,0.2,2.13,0.18,2.79,24.0
A Bug's Life,1998.0,1.96,0.72,0.0,0.11,2.79,24.0
WWF SmackDown! Just Bring It,2001.0,1.19,1.15,0.04,0.41,2.79,24.0
inFAMOUS: Second Son,2014.0,1.28,0.98,0.07,0.46,2.79,2944.0
Dragon Quest V: Tenkuu no Hanayome,1992.0,0.0,0.0,2.78,0.01,2.79,24.0
Mortal Kombat Trilogy,1996.0,1.98,0.7,0.0,0.11,2.79,24.0
Monster Hunter Tri,2011.0,0.46,0.29,1.96,0.07,2.79,24.0
NBA Street,2001.0,2.19,0.22,0.0,0.38,2.79,39.0
Jak II,2003.0,1.68,0.74,0.0,0.36,2.78,241.0
Ratchet & Clank: Going Commando,2003.0,1.44,0.83,0.26,0.25,2.78,24.0
Need for Speed: Hot Pursuit,2010.0,1.05,1.23,0.03,0.47,2.78,301.0
Skylanders: Spyro's Adventure,2011.0,1.35,1.13,0.0,0.3,2.78,31.0
Battlefield 3,2011.0,0.89,1.43,0.0,0.46,2.78,4926.0
Mortal Kombat X,2015.0,1.5,0.8,0.0,0.48,2.78,836.0
The Sims,2003.0,1.41,1.12,0.0,0.24,2.77,46.0
Killzone 3,2011.0,1.45,0.86,0.09,0.38,2.77,942.0
Star Wars: The Force Unleashed,2008.0,1.74,0.77,0.0,0.26,2.77,389.0
Minecraft,2014.0,1.61,0.9,0.0,0.25,2.76,24.0
Yoshi's Island DS,2006.0,1.45,0.07,1.1,0.15,2.76,67.0
Saints Row: The Third,2011.0,1.25,1.14,0.07,0.3,2.76,490.0
Missile Command,1980.0,2.56,0.17,0.0,0.03,2.76,24.0
Mario Paint,1992.0,1.43,0.54,0.71,0.07,2.75,24.0
Tekken 6,2009.0,1.2,0.97,0.17,0.42,2.75,211.0
Pokémon Stadium 2,2000.0,1.02,0.36,1.13,0.23,2.73,24.0
Metroid,1986.0,1.33,0.31,1.04,0.05,2.73,24.0
Sonic and the Secret Rings,2007.0,1.21,1.19,0.04,0.29,2.73,174.0
FIFA 16,2015.0,0.41,1.84,0.05,0.4,2.71,58.0
The Legend of Zelda: A Link to the Past,2002.0,1.75,0.52,0.33,0.1,2.7,314.0
Onimusha: Warlords,2001.0,0.99,0.48,1.09,0.14,2.7,56.0
Mario Party,1998.0,1.25,0.53,0.87,0.05,2.7,24.0
L.A. Noire,2011.0,1.52,0.92,0.02,0.24,2.7,893.0
Call of Duty 3,2006.0,1.49,0.92,0.02,0.27,2.7,233.0
Madden NFL 12,2011.0,2.42,0.11,0.0,0.16,2.69,94.0
LEGO Star Wars II: The Original Trilogy,2006.0,1.85,0.64,0.01,0.19,2.69,41.0
Killzone: Shadow Fall,2013.0,0.89,1.33,0.08,0.39,2.69,2102.0
Madden NFL 11,2010.0,2.38,0.12,0.0,0.18,2.69,120.0
Burnout 3: Takedown,2004.0,1.23,1.11,0.0,0.34,2.68,271.0
Yokai Watch 2 Shinuchi,2014.0,0.0,0.0,2.68,0.0,2.68,24.0
Mortal Kombat,1992.0,1.95,0.63,0.0,0.09,2.67,24.0
Mario vs. Donkey Kong: Mini-Land Mayhem!,2010.0,1.63,0.51,0.35,0.18,2.67,18.0
Professor Layton and the Last Specter,2009.0,0.28,1.39,0.68,0.32,2.67,52.0
Call Of Duty 2: Big Red One,2005.0,1.48,0.92,0.01,0.26,2.67,69.0
Medal of Honor,1998.0,1.44,1.09,0.0,0.14,2.67,80.0
Fable,2004.0,1.99,0.58,0.0,0.09,2.66,268.0
Guitar Hero: World Tour,2008.0,1.78,0.63,0.0,0.25,2.66,171.0
FIFA 17,2016.0,0.43,2.05,0.0,0.17,2.65,201.0
Hannah Montana,2006.0,1.59,0.8,0.0,0.26,2.65,10.0
Tom Clancy's Splinter Cell,2003.0,1.15,1.11,0.0,0.4,2.65,102.0
Super Mario Bros.: The Lost Levels,1986.0,0.0,0.0,2.65,0.0,2.65,24.0
Need for Speed: Shift,2009.0,0.69,1.4,0.04,0.52,2.65,113.0
Star Wars: Shadows of the Empire,1996.0,2.0,0.5,0.12,0.03,2.65,24.0
Medal of Honor Heroes,2006.0,0.86,1.11,0.01,0.66,2.65,47.0
Final Fantasy XIII-2,2011.0,0.78,0.73,0.89,0.23,2.63,707.0
Midnight Club: Street Racing,2000.0,2.0,0.47,0.02,0.14,2.63,21.0
Skate 3,2010.0,1.47,0.93,0.0,0.24,2.63,127.0
ESPN NFL 2K5,2004.0,2.15,0.12,0.0,0.36,2.62,84.0
Halo Wars,2009.0,1.54,0.8,0.04,0.24,2.62,454.0
NBA 2K12,2011.0,2.31,0.14,0.01,0.16,2.62,134.0
Pac-Man: Adventures in Time,2006.0,0.76,1.09,0.12,0.64,2.62,24.0
FIFA Soccer 10,2009.0,0.59,1.79,0.01,0.23,2.62,133.0
Medal of Honor,2010.0,1.56,0.8,0.04,0.21,2.61,288.0
Harry Potter and the Chamber of Secrets,2002.0,0.9,1.22,0.04,0.44,2.61,49.0
Streets of Rage,1990.0,1.86,0.55,0.11,0.08,2.6,24.0
God of War Collection,2009.0,1.7,0.44,0.06,0.4,2.6,529.0
NBA Live 2005,2004.0,2.03,0.21,0.0,0.35,2.59,44.0
Mario Strikers Charged,2007.0,1.05,1.05,0.24,0.24,2.58,124.0
FIFA Soccer 09,2008.0,0.48,1.63,0.04,0.43,2.58,108.0
Style Savvy,2008.0,0.62,0.82,0.96,0.18,2.58,7.0
WWE SmackDown vs. RAW 2007,2006.0,1.4,0.88,0.03,0.26,2.58,57.0
LEGO Star Wars: The Complete Saga,2007.0,1.53,0.81,0.0,0.24,2.57,114.0
Ratchet & Clank: Up Your Arsenal,2004.0,1.31,0.74,0.31,0.22,2.57,24.0
Madden NFL 08,2007.0,2.14,0.08,0.0,0.35,2.57,17.0
Monster Hunter Freedom 2,2007.0,0.37,0.27,1.75,0.18,2.57,83.0
Ratchet & Clank Future: Tools of Destruction,2007.0,0.93,1.1,0.08,0.45,2.56,24.0
Super Mario All-Stars: Limited Edition,2010.0,0.99,0.52,0.92,0.14,2.56,24.0
Sonic Adventure 2 Battle,2001.0,1.7,0.59,0.21,0.07,2.56,179.0
Dragon Warrior II,1987.0,0.15,0.0,2.41,0.0,2.56,24.0
Ghostbusters: The Video Game (DS Version),2009.0,1.04,1.22,0.03,0.27,2.56,24.0
Madden NFL 13,2012.0,2.11,0.22,0.0,0.23,2.56,101.0
Dragon Age: Origins,2009.0,1.76,0.55,0.03,0.22,2.56,725.0
Pokémon Colosseum,2003.0,1.21,0.57,0.7,0.07,2.54,89.0
LittleBigPlanet,2009.0,0.64,1.22,0.01,0.67,2.54,98.0
Madden NFL 09,2008.0,2.21,0.12,0.0,0.2,2.53,125.0
Space Invaders,2008.0,2.36,0.14,0.0,0.03,2.53,24.0
Crazy Taxi,2001.0,1.13,1.12,0.06,0.22,2.52,46.0
Art Academy,2010.0,0.26,1.65,0.33,0.28,2.52,5.0
NBA 2K14,2013.0,2.1,0.19,0.0,0.23,2.52,150.0
Perfect Dark,2000.0,1.55,0.75,0.16,0.06,2.52,24.0
Skylanders Giants,2012.0,1.48,0.83,0.0,0.21,2.52,20.0
Dragon Warrior,1986.0,0.49,0.0,0.52,1.51,2.52,24.0
Deca Sports,2008.0,1.11,0.85,0.29,0.25,2.5,16.0
PES 2009: Pro Evolution Soccer,2008.0,0.13,0.07,0.26,2.05,2.5,24.0
Mario Party 2,1999.0,1.28,0.14,1.08,0.01,2.5,24.0
Marvel: Ultimate Alliance,2006.0,2.29,0.02,0.0,0.19,2.5,120.0
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2003.0,1.84,0.56,0.0,0.09,2.49,24.0
Mortal Kombat: Deadly Alliance,2002.0,1.81,0.52,0.0,0.15,2.49,96.0
Game Party,2007.0,1.47,0.77,0.0,0.24,2.48,26.0
Bloodborne,2015.0,1.03,0.81,0.26,0.38,2.48,6383.0
Tomb Raider: The Last Revelation,1998.0,1.15,1.14,0.06,0.13,2.48,24.0
Mario Party 4,2002.0,1.13,0.36,0.92,0.07,2.47,74.0
Pure,2008.0,1.38,0.84,0.0,0.25,2.47,83.0
Rock Band,2008.0,1.93,0.33,0.0,0.21,2.47,178.0
NBA 2K13,2012.0,1.73,0.43,0.05,0.27,2.47,99.0
Saints Row: The Third,2011.0,0.86,1.04,0.18,0.38,2.47,384.0
Resistance 2,2008.0,1.15,0.84,0.1,0.38,2.46,1889.0
NBA 2K15,2014.0,1.47,0.54,0.01,0.43,2.45,291.0
Final Fantasy V,1992.0,0.0,0.0,2.43,0.02,2.45,24.0
Final Fantasy Tactics,1997.0,0.93,0.12,1.34,0.06,2.45,190.0
Midnight Club: Los Angeles,2008.0,1.56,0.53,0.05,0.31,2.45,100.0
Twisted Metal 2,1996.0,2.12,0.25,0.0,0.07,2.44,24.0
The Sims: Bustin' Out,2003.0,1.07,1.19,0.0,0.18,2.43,42.0
Riven: The Sequel to Myst,1997.0,1.52,0.82,0.0,0.1,2.43,24.0
LEGO Harry Potter: Years 1-4,2010.0,1.28,0.93,0.0,0.22,2.43,34.0
Need for Speed (2015),2015.0,0.5,1.5,0.05,0.37,2.43,24.0
Call of Duty: Infinite Warfare,2016.0,1.46,0.74,0.0,0.22,2.42,290.0
Madden NFL 16,2015.0,2.08,0.08,0.0,0.26,2.42,124.0
Ice Hockey,1988.0,1.27,0.32,0.78,0.05,2.42,24.0
Sonic Adventure,1998.0,1.26,0.61,0.46,0.08,2.42,24.0
Tom Clancy's Rainbow Six: Vegas 2,2008.0,1.56,0.6,0.02,0.23,2.42,176.0
uDraw Studio,2010.0,1.65,0.57,0.0,0.2,2.42,24.0
Tomb Raider (2013),2013.0,0.6,1.26,0.08,0.48,2.42,24.0
Need for Speed Carbon: Own the City,2006.0,0.87,0.97,0.0,0.58,2.42,39.0
Dragon Ball Z: Budokai 2,2003.0,1.63,0.22,0.51,0.06,2.41,92.0
pro evolution soccer 2011,2010.0,0.29,1.17,0.54,0.41,2.41,85.0
ATV Offroad Fury,2001.0,2.07,0.26,0.0,0.08,2.41,53.0
Dino Crisis,1998.0,0.81,0.76,0.7,0.14,2.41,24.0
Need for Speed: ProStreet,2007.0,0.69,0.0,0.04,1.68,2.41,34.0
Halo: Combat Evolved Anniversary,2011.0,1.44,0.7,0.04,0.22,2.4,487.0
Tetris Plus,1996.0,2.1,0.24,0.0,0.07,2.4,24.0
Pro Wrestling,1987.0,0.77,0.18,1.42,0.03,2.4,24.0
Theme Hospital,1997.0,2.3,0.1,0.0,0.0,2.4,90.0
Frogger's Adventures: Temple of the Frog,2008.0,2.15,0.18,0.0,0.07,2.39,24.0
Monopoly,1994.0,1.49,0.81,0.0,0.1,2.39,24.0
,1993.0,1.78,0.53,0.0,0.08,2.39,24.0
Guitar Hero,2005.0,1.67,0.61,0.03,0.07,2.38,173.0
Madden NFL 11,2010.0,2.04,0.15,0.0,0.2,2.38,68.0
WCW/nWo Revenge,1998.0,1.94,0.39,0.03,0.02,2.38,24.0
Yu-Gi-Oh! The Duelists of the Roses,2001.0,1.16,0.91,0.0,0.3,2.38,24.0
Dead Island,2011.0,1.48,0.69,0.0,0.2,2.37,627.0
Half-Life 2,2004.0,2.28,0.02,0.08,0.0,2.37,8665.0
The Incredibles,2004.0,0.96,1.08,0.04,0.3,2.37,22.0
Madden NFL 08,2007.0,2.18,0.01,0.0,0.18,2.37,108.0
Tony Hawk's Underground 2,2004.0,1.25,0.86,0.01,0.26,2.37,55.0
Zumba Fitness,2010.0,1.74,0.45,0.0,0.18,2.37,16.0
Madden NFL 10,2009.0,2.03,0.13,0.0,0.21,2.37,58.0
Kirby's Dream Land 2,1995.0,0.69,0.14,1.48,0.05,2.36,24.0
Midnight Club: Los Angeles,2008.0,1.68,0.45,0.01,0.21,2.35,142.0
Donkey Kong Land II,1996.0,1.39,0.48,0.4,0.08,2.35,24.0
Dragon Warrior Monsters,1998.0,0.0,0.0,2.34,0.01,2.35,24.0
Kinect: Disneyland Adventures,2011.0,1.73,0.43,0.02,0.17,2.35,67.0
WWE SmackDown vs Raw 2008,2007.0,0.92,0.0,0.01,1.41,2.34,31.0
